mac1;mac2;similaridade
70:56:81:08:83:79;d4:9a:20:13:94:10;0.308265
70:56:81:08:83:79;d8:30:62:14:00:00;0.391513
70:56:81:08:83:79;d8:9e:3f:14:09:86;0.379316
70:56:81:08:83:79;70:73:cb:08:89:57;0.379316
70:56:81:08:83:79;f0:b4:79:15:53:89;0.379316
70:56:81:08:83:79;28:37:37:04:09:26;0.563605
70:56:81:08:83:79;70:56:81:08:81:99;0.379316
70:56:81:08:83:79;00:c6:10:01:32:58;0.365501
70:56:81:08:83:79;d4:9a:20:13:94:84;0.379316
70:56:81:08:83:79;c4:2c:03:13:22:29;0.308265
70:56:81:08:83:79;40:a6:d9:05:63:08;0.308265
70:56:81:08:83:79;04:0c:ce:01:46:35;0.506177
70:56:81:08:83:79;18:20:32:03:00:83;0.308265
70:56:81:08:83:79;58:1f:aa:06:89:86;0.379316
70:56:81:08:83:79;08:d4:2b:01:95:46;0.379316
70:56:81:08:83:79;b8:c7:5d:12:69:85;0.365501
70:56:81:08:83:79;7c:c5:37:09:84:03;0.563605
70:56:81:08:83:79;d8:a2:5e:14:32:73;0.308265
70:56:81:08:83:79;70:56:81:08:82:20;0.379316
70:56:81:08:83:79;5c:59:48:07:38:43;0.308265
70:56:81:08:83:79;24:ab:81:04:00:67;0.690466
70:56:81:08:83:79;04:1e:64:01:53:04;0.379316
70:56:81:08:83:79;98:03:d8:11:11:76;0.391513
70:56:81:08:83:79;88:c6:63:10:46:86;0.379316
70:56:81:08:83:79;70:73:cb:08:86:73;0.379316
70:56:81:08:83:79;28:e0:2c:04:34:97;0.379316
70:56:81:08:83:79;00:26:bb:00:95:29;0.308265
70:56:81:08:83:79;b8:c7:5d:12:68:56;0.379316
70:56:81:08:83:79;64:b9:e8:08:12:38;0.379316
14:7d:c5:02:68:43;f0:b4:79:15:55:48;0.407596
14:7d:c5:02:68:43;08:60:6e:01:94:29;0.407596
14:7d:c5:02:68:43;c4:2c:03:13:24:48;0.407596
14:7d:c5:02:68:43;d8:30:62:13:99:17;0.424705
14:7d:c5:02:68:43;8c:fa:ba:10:75:70;0.407596
14:7d:c5:02:68:43;3c:e0:72:05:43:52;0.388219
14:7d:c5:02:68:43;00:21:6b:00:45:71;0.424705
14:7d:c5:02:68:43;8c:58:77:10:61:34;0.368626
14:7d:c5:02:68:43;e8:06:88:15:15:91;0.548272
14:7d:c5:02:68:43;28:37:37:04:09:26;0.388219
14:7d:c5:02:68:43;7c:c5:37:09:85:75;0.368626
14:7d:c5:02:68:43;08:d4:2b:01:95:46;0.424705
14:7d:c5:02:68:43;14:8f:c6:02:77:78;0.424705
54:26:96:06:74:12;e4:ce:8f:15:03:64;0.401061
54:26:96:06:74:12;70:56:81:08:82:97;0.407008
54:26:96:06:74:12;34:51:c9:04:71:76;0.389564
54:26:96:06:74:12;bc:20:a4:12:78:64;0.389564
54:26:96:06:74:12;f0:b4:79:15:55:48;0.395512
54:26:96:06:74:12;58:b0:35:07:05:88;0.536188
54:26:96:06:74:12;44:a4:2d:05:88:22;0.531920
54:26:96:06:74:12;e0:f8:47:14:81:59;0.389564
54:26:96:06:74:12;d8:30:62:13:99:17;0.401061
54:26:96:06:74:12;f8:1e:df:16:11:55;0.389564
54:26:96:06:74:12;3c:e0:72:05:42:02;0.385297
54:26:96:06:74:12;60:33:4b:07:72:45;0.407008
54:26:96:06:74:12;7c:c3:a1:09:78:65;0.401061
54:26:96:06:74:12;24:ab:81:04:01:18;0.411276
54:26:96:06:74:12;98:03:d8:11:18:27;0.389564
54:26:96:06:74:12;d8:9e:3f:14:09:37;0.401061
54:26:96:06:74:12;3c:e0:72:05:43:52;0.401061
54:26:96:06:74:12;70:73:cb:08:88:82;0.536188
54:26:96:06:74:12;d8:9e:3f:14:09:86;0.389564
54:26:96:06:74:12;00:21:6b:00:45:71;0.411276
54:26:96:06:74:12;20:02:af:03:68:24;0.389564
54:26:96:06:74:12;10:9a:dd:02:43:52;0.395512
54:26:96:06:74:12;28:cf:da:04:21:41;0.389564
54:26:96:06:74:12;e8:06:88:15:15:91;0.547684
54:26:96:06:74:12;e8:06:88:15:15:90;0.389564
54:26:96:06:74:12;f0:b4:79:15:53:89;0.536188
54:26:96:06:74:12;28:37:37:04:09:26;0.389564
54:26:96:06:74:12;00:c6:10:01:32:58;0.395512
54:26:96:06:74:12;b8:c7:5d:12:70:06;0.401061
54:26:96:06:74:12;d4:9a:20:13:94:84;0.547684
54:26:96:06:74:12;bc:67:78:12:98:75;0.401061
54:26:96:06:74:12;18:20:32:03:05:25;0.389564
54:26:96:06:74:12;04:0c:ce:01:46:35;0.547684
54:26:96:06:74:12;10:9a:dd:02:40:02;0.389564
54:26:96:06:74:12;58:1f:aa:06:89:86;0.547684
54:26:96:06:74:12;08:d4:2b:01:95:46;0.411276
54:26:96:06:74:12;14:8f:c6:02:77:78;0.389564
54:26:96:06:74:12;7c:c5:37:09:84:03;0.401061
54:26:96:06:74:12;70:56:81:08:82:20;0.672596
54:26:96:06:74:12;24:ab:81:04:00:67;0.389564
54:26:96:06:74:12;7c:c5:37:09:84:43;0.401061
54:26:96:06:74:12;88:c6:63:10:46:86;0.401061
54:26:96:06:74:12;7c:c5:37:09:81:09;0.389564
54:26:96:06:74:12;18:9e:fc:03:33:56;0.389564
54:26:96:06:74:12;70:73:cb:08:86:73;0.411276
54:26:96:06:74:12;5c:59:48:07:40:95;0.411276
54:26:96:06:74:12;e8:06:88:15:16:13;0.531920
54:26:96:06:74:12;58:1f:aa:06:94:65;0.407008
54:26:96:06:74:12;b8:c7:5d:12:68:56;0.401061
54:26:96:06:74:12;64:b9:e8:08:12:38;0.401061
00:26:b0:00:89:96;dc:2b:61:14:49:73;0.317402
00:26:b0:00:89:96;7c:c3:a1:09:78:65;0.306064
00:26:b0:00:89:96;28:cf:da:04:21:41;0.306064
00:26:b0:00:89:96;b8:ff:61:12:75:72;0.306064
00:26:b0:00:89:96;20:64:32:03:89:33;0.306064
00:26:b0:00:89:96;d8:a2:5e:14:32:75;0.317402
00:26:b0:00:89:96;d8:a2:5e:14:32:73;0.317402
00:26:b0:00:89:96;20:54:76:03:81:24;0.306064
00:26:b0:00:89:96;7c:c5:37:09:84:43;0.306064
00:26:b0:00:89:96;5c:59:48:07:41:16;0.306064
00:26:b0:00:89:96;18:20:32:02:98:13;0.499490
00:26:b0:00:89:96;58:1f:aa:06:94:65;0.306064
00:26:b0:00:89:96;b8:c7:5d:12:68:56;0.317402
e4:ce:8f:15:03:64;70:56:81:08:82:97;0.501235
e4:ce:8f:15:03:64;00:c6:10:01:31:49;0.379316
e4:ce:8f:15:03:64;58:b0:35:07:05:88;0.379316
e4:ce:8f:15:03:64;44:a4:2d:05:88:22;0.756643
e4:ce:8f:15:03:64;dc:2b:61:14:49:73;0.507690
e4:ce:8f:15:03:64;7c:11:be:09:63:87;0.379316
e4:ce:8f:15:03:64;e4:ce:8f:15:09:15;0.511957
e4:ce:8f:15:03:64;e0:f8:47:14:81:59;1.407054
e4:ce:8f:15:03:64;d8:30:62:13:99:17;0.527247
e4:ce:8f:15:03:64;88:c6:63:10:48:21;0.466311
e4:ce:8f:15:03:64;f8:1e:df:16:11:55;0.390838
e4:ce:8f:15:03:64;3c:e0:72:05:42:02;0.386570
e4:ce:8f:15:03:64;28:e0:2c:04:36:53;0.371281
e4:ce:8f:15:03:64;60:33:4b:07:72:45;0.519211
e4:ce:8f:15:03:64;7c:c3:a1:09:78:65;0.401061
e4:ce:8f:15:03:64;98:03:d8:11:18:27;0.407054
e4:ce:8f:15:03:64;d8:9e:3f:14:09:37;0.401061
e4:ce:8f:15:03:64;3c:e0:72:05:43:52;0.543463
e4:ce:8f:15:03:64;7c:fa:df:09:95:29;0.386570
e4:ce:8f:15:03:64;70:73:cb:08:88:82;0.390838
e4:ce:8f:15:03:64;e4:ce:8f:15:06:65;0.481716
e4:ce:8f:15:03:64;6c:3e:6d:08:56:66;0.525205
e4:ce:8f:15:03:64;70:56:81:08:81:89;0.507690
e4:ce:8f:15:03:64;28:37:37:04:09:35;0.497467
e4:ce:8f:15:03:64;d8:30:62:14:00:00;0.407054
e4:ce:8f:15:03:64;d8:9e:3f:14:09:86;0.379316
e4:ce:8f:15:03:64;84:29:99:10:06:24;0.351646
e4:ce:8f:15:03:64;14:7d:c5:02:69:55;0.479990
e4:ce:8f:15:03:64;1c:62:b8:03:49:55;0.382803
e4:ce:8f:15:03:64;28:cf:da:04:21:41;0.523479
e4:ce:8f:15:03:64;6c:f3:73:08:75:51;0.386570
e4:ce:8f:15:03:64;7c:c5:37:09:91:55;0.535427
e4:ce:8f:15:03:64;70:73:cb:08:89:57;0.505502
e4:ce:8f:15:03:64;18:e7:f4:03:45:41;0.497467
e4:ce:8f:15:03:64;e8:06:88:15:15:91;0.758801
e4:ce:8f:15:03:64;f0:b4:79:15:53:89;0.379316
e4:ce:8f:15:03:64;28:37:37:04:09:26;0.739627
e4:ce:8f:15:03:64;70:56:81:08:81:99;0.511957
e4:ce:8f:15:03:64;a0:f4:50:11:89:11;0.390838
e4:ce:8f:15:03:64;00:c6:10:01:32:58;0.371281
e4:ce:8f:15:03:64;b8:c7:5d:12:70:06;0.401061
e4:ce:8f:15:03:64;d4:9a:20:13:94:84;0.641911
e4:ce:8f:15:03:64;c4:2c:03:13:22:29;0.402787
e4:ce:8f:15:03:64;bc:67:78:12:98:75;0.401061
e4:ce:8f:15:03:64;04:0c:ce:01:46:35;0.648366
e4:ce:8f:15:03:64;10:9a:dd:02:40:02;0.407054
e4:ce:8f:15:03:64;58:1f:aa:06:89:86;0.641911
e4:ce:8f:15:03:64;08:d4:2b:01:95:46;0.733173
e4:ce:8f:15:03:64;b8:c7:5d:12:69:85;0.371281
e4:ce:8f:15:03:64;7c:c5:37:09:84:03;0.743395
e4:ce:8f:15:03:64;20:54:76:03:81:24;0.497467
e4:ce:8f:15:03:64;70:56:81:08:82:20;0.876036
e4:ce:8f:15:03:64;14:5a:05:02:59:47;0.497467
e4:ce:8f:15:03:64;24:ab:81:04:00:67;0.379316
e4:ce:8f:15:03:64;7c:c5:37:09:84:43;0.401061
e4:ce:8f:15:03:64;04:1e:64:01:53:04;0.638143
e4:ce:8f:15:03:64;88:c6:63:10:46:86;0.869581
e4:ce:8f:15:03:64;c4:2c:03:13:23:78;0.371281
e4:ce:8f:15:03:64;d8:9e:3f:14:27:36;0.596381
e4:ce:8f:15:03:64;7c:11:be:09:65:36;0.390838
e4:ce:8f:15:03:64;70:56:81:08:80:04;0.371281
e4:ce:8f:15:03:64;7c:c5:37:09:81:09;0.523479
e4:ce:8f:15:03:64;5c:59:48:07:41:16;0.402787
e4:ce:8f:15:03:64;70:73:cb:08:86:73;0.638143
e4:ce:8f:15:03:64;5c:59:48:07:40:95;0.390838
e4:ce:8f:15:03:64;84:85:06:10:21:73;0.371281
e4:ce:8f:15:03:64;28:e0:2c:04:34:97;0.863243
e4:ce:8f:15:03:64;58:1f:aa:06:94:65;0.402787
e4:ce:8f:15:03:64;b8:c7:5d:12:68:56;0.774552
e4:ce:8f:15:03:64;64:b9:e8:08:12:38;0.515725
cc:08:e0:13:58:19;3c:e0:72:05:42:02;0.425006
70:56:81:08:82:97;f8:1e:df:16:09:56;0.393849
70:56:81:08:82:97;58:b0:35:07:05:88;0.385264
70:56:81:08:82:97;44:a4:2d:05:88:22;0.533194
70:56:81:08:82:97;dc:2b:61:14:49:73;0.375049
70:56:81:08:82:97;7c:61:93:09:75:11;0.410082
70:56:81:08:82:97;d8:30:62:13:99:17;0.541779
70:56:81:08:82:97;88:c6:63:10:48:21;0.385264
70:56:81:08:82:97;3c:e0:72:05:42:02;0.386570
70:56:81:08:82:97;60:33:4b:07:72:45;0.888925
70:56:81:08:82:97;d8:9e:3f:14:30:11;0.422929
70:56:81:08:82:97;7c:c3:a1:09:78:65;0.415593
70:56:81:08:82:97;f0:b4:79:15:55:72;0.425808
70:56:81:08:82:97;7c:fa:df:09:95:29;0.386570
70:56:81:08:82:97;10:bf:48:02:43:96;0.442041
70:56:81:08:82:97;d8:9e:3f:14:11:93;0.308265
70:56:81:08:82:97;00:f4:b9:01:42:27;0.396785
70:56:81:08:82:97;c4:2c:03:13:23:03;0.586064
70:56:81:08:82:97;70:73:cb:08:88:82;0.752516
70:56:81:08:82:97;70:56:81:08:81:89;0.375049
70:56:81:08:82:97;d4:9a:20:13:94:10;0.308265
70:56:81:08:82:97;28:37:37:04:09:35;0.520035
70:56:81:08:82:97;10:9a:dd:02:43:52;0.568227
70:56:81:08:82:97;6c:f3:73:08:75:51;0.386570
70:56:81:08:82:97;70:73:cb:08:89:57;0.520035
70:56:81:08:82:97;18:e7:f4:03:45:41;0.511450
70:56:81:08:82:97;e8:06:88:15:15:91;0.407008
70:56:81:08:82:97;f0:b4:79:15:53:89;0.385264
70:56:81:08:82:97;28:37:37:04:09:26;0.594371
70:56:81:08:82:97;70:73:cb:08:88:79;0.410082
70:56:81:08:82:97;e8:99:c4:15:27:41;0.405370
70:56:81:08:82:97;00:c6:10:01:32:58;0.385264
70:56:81:08:82:97;04:54:53:01:65:31;0.540473
70:56:81:08:82:97;d4:9a:20:13:94:84;0.647859
70:56:81:08:82:97;c4:2c:03:13:22:29;0.616115
70:56:81:08:82:97;40:a6:d9:05:63:08;0.434451
70:56:81:08:82:97;04:0c:ce:01:46:35;0.693114
70:56:81:08:82:97;18:20:32:03:00:83;0.454888
70:56:81:08:82:97;58:1f:aa:06:89:86;0.974509
70:56:81:08:82:97;08:d4:2b:01:95:46;0.511450
70:56:81:08:82:97;14:8f:c6:02:77:78;0.295417
70:56:81:08:82:97;7c:c5:37:09:84:03;0.559338
70:56:81:08:82:97;d8:a2:5e:14:32:75;0.385264
70:56:81:08:82:97;d8:a2:5e:14:32:73;0.599882
70:56:81:08:82:97;20:54:76:03:81:24;0.511450
70:56:81:08:82:97;70:56:81:08:82:20;0.848323
70:56:81:08:82:97;14:5a:05:02:59:47;0.511450
70:56:81:08:82:97;5c:59:48:07:38:43;0.444673
70:56:81:08:82:97;24:ab:81:04:00:67;0.422929
70:56:81:08:82:97;7c:c5:37:09:84:43;0.415593
70:56:81:08:82:97;04:1e:64:01:53:04;0.364826
70:56:81:08:82:97;50:ea:d6:06:55:16;0.421603
70:56:81:08:82:97;88:c6:63:10:46:86;0.501235
70:56:81:08:82:97;c4:2c:03:13:23:78;0.393849
70:56:81:08:82:97;7c:11:be:09:65:36;0.421603
70:56:81:08:82:97;70:56:81:08:80:04;0.565290
70:56:81:08:82:97;7c:c5:37:09:81:09;0.421603
70:56:81:08:82:97;70:73:cb:08:86:73;0.511450
70:56:81:08:82:97;5c:59:48:07:40:95;0.396785
70:56:81:08:82:97;24:ab:81:04:07:43;0.295417
70:56:81:08:82:97;e8:06:88:15:16:13;0.407008
70:56:81:08:82:97;28:e0:2c:04:34:97;0.364826
70:56:81:08:82:97;00:26:bb:00:95:29;0.308265
70:56:81:08:82:97;58:1f:aa:06:94:65;0.578450
70:56:81:08:82:97;b8:c7:5d:12:68:56;0.827885
70:56:81:08:82:97;a0:0b:ba:11:80:97;0.568227
70:56:81:08:82:97;64:b9:e8:08:12:38;0.375049
34:51:c9:04:71:76;bc:20:a4:12:78:64;0.389564
34:51:c9:04:71:76;58:b0:35:07:05:88;0.389564
34:51:c9:04:71:76;e0:f8:47:14:81:59;0.389564
34:51:c9:04:71:76;8c:7b:9d:10:65:08;0.379934
34:51:c9:04:71:76;f8:1e:df:16:11:55;0.645522
34:51:c9:04:71:76;98:03:d8:11:18:27;0.389564
34:51:c9:04:71:76;70:73:cb:08:88:82;0.389564
34:51:c9:04:71:76;d8:9e:3f:14:09:86;0.389564
34:51:c9:04:71:76;20:02:af:03:68:24;0.389564
34:51:c9:04:71:76;28:cf:da:04:21:41;0.389564
34:51:c9:04:71:76;e8:06:88:15:15:90;0.389564
34:51:c9:04:71:76;f0:b4:79:15:53:89;0.389564
34:51:c9:04:71:76;28:37:37:04:09:26;0.389564
34:51:c9:04:71:76;b8:ff:61:12:75:72;0.504846
34:51:c9:04:71:76;04:1e:64:01:50:66;0.504846
34:51:c9:04:71:76;18:20:32:03:05:25;0.389564
34:51:c9:04:71:76;10:9a:dd:02:40:02;0.389564
34:51:c9:04:71:76;14:8f:c6:02:77:78;0.389564
34:51:c9:04:71:76;70:56:81:08:82:20;0.389564
34:51:c9:04:71:76;24:ab:81:04:00:67;0.389564
34:51:c9:04:71:76;7c:c5:37:09:81:09;0.389564
34:51:c9:04:71:76;18:9e:fc:03:33:56;0.389564
00:c6:10:01:31:49;f8:1e:df:16:09:56;0.360094
00:c6:10:01:31:49;58:b0:35:07:05:88;0.379316
00:c6:10:01:31:49;dc:2b:61:14:49:73;0.360094
00:c6:10:01:31:49;7c:11:be:09:63:87;0.379316
00:c6:10:01:31:49;e4:ce:8f:15:09:15;0.379316
00:c6:10:01:31:49;d8:30:62:13:99:17;0.386105
00:c6:10:01:31:49;7c:c3:a1:09:78:65;0.563289
00:c6:10:01:31:49;d8:9e:3f:14:09:37;0.386105
00:c6:10:01:31:49;bc:67:78:12:97:77;0.386105
00:c6:10:01:31:49;70:73:cb:08:88:82;0.386105
00:c6:10:01:31:49;d8:9e:3f:14:09:86;0.500770
00:c6:10:01:31:49;70:73:cb:08:89:57;0.379316
00:c6:10:01:31:49;18:e7:f4:03:45:41;0.360094
00:c6:10:01:31:49;f0:b4:79:15:53:89;0.500770
00:c6:10:01:31:49;28:37:37:04:09:26;0.379316
00:c6:10:01:31:49;70:73:cb:08:88:79;0.360094
00:c6:10:01:31:49;70:56:81:08:81:99;0.379316
00:c6:10:01:31:49;00:c6:10:01:32:58;0.415824
00:c6:10:01:31:49;b8:c7:5d:12:70:06;0.386105
00:c6:10:01:31:49;d4:9a:20:13:94:84;0.379316
00:c6:10:01:31:49;04:0c:ce:01:46:35;0.379316
00:c6:10:01:31:49;70:73:cb:08:88:77;0.422613
00:c6:10:01:31:49;58:1f:aa:06:89:86;0.379316
00:c6:10:01:31:49;6c:3e:6d:08:49:94;0.754906
00:c6:10:01:31:49;08:d4:2b:01:95:46;0.379316
00:c6:10:01:31:49;7c:c5:37:09:84:03;0.379316
00:c6:10:01:31:49;70:56:81:08:82:20;0.379316
00:c6:10:01:31:49;24:ab:81:04:00:67;0.500770
00:c6:10:01:31:49;04:1e:64:01:53:04;0.379316
00:c6:10:01:31:49;88:c6:63:10:46:86;0.379316
00:c6:10:01:31:49;58:1f:aa:06:95:90;0.301160
00:c6:10:01:31:49;7c:c5:37:09:81:09;0.386105
00:c6:10:01:31:49;5c:59:48:07:41:16;0.422613
00:c6:10:01:31:49;70:73:cb:08:86:73;0.500770
00:c6:10:01:31:49;5c:59:48:07:40:95;0.386105
00:c6:10:01:31:49;18:20:32:02:98:13;0.301160
00:c6:10:01:31:49;28:e0:2c:04:34:97;0.500770
00:c6:10:01:31:49;b8:c7:5d:12:68:56;0.379316
00:c6:10:01:31:49;64:b9:e8:08:12:38;0.500770
04:46:65:01:58:27;9c:20:7b:11:71:01;0.370695
04:46:65:01:58:27;e0:f8:47:14:81:59;0.323976
04:46:65:01:58:27;f8:1e:df:16:11:55;0.323976
04:46:65:01:58:27;3c:e0:72:05:42:02;0.370695
04:46:65:01:58:27;7c:c3:a1:09:78:65;0.445429
04:46:65:01:58:27;70:73:cb:08:88:82;0.370695
04:46:65:01:58:27;d4:9a:20:13:94:10;0.449242
04:46:65:01:58:27;18:9e:fc:03:35:22;0.370695
04:46:65:01:58:27;d8:9e:3f:14:09:86;0.370695
04:46:65:01:58:27;70:73:cb:08:88:79;0.370695
04:46:65:01:58:27;b8:c7:5d:12:69:85;0.323976
04:46:65:01:58:27;14:10:9f:02:50:48;0.323976
04:46:65:01:58:27;cc:08:e0:13:48:56;0.449242
04:46:65:01:58:27;70:73:cb:08:86:78;0.323976
04:46:65:01:58:27;64:b9:e8:08:12:38;0.370695
20:64:32:03:85:14;e0:f8:47:14:81:80;0.439441
f0:4f:7c:15:50:02;f8:1e:df:16:09:56;0.390722
f0:4f:7c:15:50:02;58:b0:35:07:05:88;0.415893
f0:4f:7c:15:50:02;44:a4:2d:05:88:22;0.392053
f0:4f:7c:15:50:02;60:33:4b:07:72:45;0.415893
f0:4f:7c:15:50:02;f0:b4:79:15:55:72;0.415893
f0:4f:7c:15:50:02;70:73:cb:08:88:82;0.537346
f0:4f:7c:15:50:02;18:e7:f4:03:45:41;0.392053
f0:4f:7c:15:50:02;f0:b4:79:15:53:89;0.392053
f0:4f:7c:15:50:02;04:54:53:01:65:31;0.415893
f0:4f:7c:15:50:02;d4:9a:20:13:94:84;0.415893
f0:4f:7c:15:50:02;10:9a:dd:02:40:02;0.554652
f0:4f:7c:15:50:02;14:8f:c6:02:77:78;0.554652
f0:4f:7c:15:50:02;24:ab:81:04:07:26;0.390722
f0:4f:7c:15:50:02;24:ab:81:04:00:67;0.390722
f0:4f:7c:15:50:02;70:73:cb:08:86:73;0.392053
f0:4f:7c:15:50:02;5c:59:48:07:40:95;0.392053
f0:4f:7c:15:50:02;a0:0b:ba:11:80:97;0.415893
bc:20:a4:12:78:64;58:b0:35:07:05:88;0.389564
bc:20:a4:12:78:64;e0:f8:47:14:81:59;0.389564
bc:20:a4:12:78:64;f8:1e:df:16:11:55;0.389564
bc:20:a4:12:78:64;7c:c3:a1:09:78:65;0.479990
bc:20:a4:12:78:64;98:03:d8:11:18:27;0.389564
bc:20:a4:12:78:64;7c:fa:df:09:95:29;0.339314
bc:20:a4:12:78:64;70:73:cb:08:88:82;0.389564
bc:20:a4:12:78:64;d4:9a:20:13:94:10;0.339314
bc:20:a4:12:78:64;d8:9e:3f:14:09:86;0.389564
bc:20:a4:12:78:64;20:02:af:03:68:24;0.389564
bc:20:a4:12:78:64;28:cf:da:04:21:41;0.389564
bc:20:a4:12:78:64;6c:f3:73:08:75:51;0.339314
bc:20:a4:12:78:64;e8:06:88:15:15:90;0.389564
bc:20:a4:12:78:64;f0:b4:79:15:53:89;0.389564
bc:20:a4:12:78:64;18:20:32:03:02:27;0.623976
bc:20:a4:12:78:64;28:37:37:04:09:26;0.389564
bc:20:a4:12:78:64;d4:9a:20:13:94:84;0.479990
bc:20:a4:12:78:64;c4:2c:03:13:22:29;0.339314
bc:20:a4:12:78:64;18:20:32:03:05:25;0.389564
bc:20:a4:12:78:64;10:9a:dd:02:40:02;0.389564
bc:20:a4:12:78:64;14:8f:c6:02:77:78;0.389564
bc:20:a4:12:78:64;00:24:9f:00:70:64;0.339314
bc:20:a4:12:78:64;70:56:81:08:82:20;0.604902
bc:20:a4:12:78:64;24:ab:81:04:00:67;0.389564
bc:20:a4:12:78:64;7c:c5:37:09:81:09;0.389564
bc:20:a4:12:78:64;18:9e:fc:03:33:56;0.389564
40:a6:d9:05:63:38;98:d6:bb:11:49:16;1.123976
7c:c5:37:09:81:45;20:64:32:03:93:83;0.323976
7c:c5:37:09:81:45;44:a4:2d:05:88:22;0.566398
7c:c5:37:09:81:45;dc:2b:61:14:49:73;0.323976
7c:c5:37:09:81:45;18:9e:fc:03:30:49;0.407103
7c:c5:37:09:81:45;98:0c:82:11:21:41;0.323976
7c:c5:37:09:81:45;e0:f8:47:14:81:59;0.442831
7c:c5:37:09:81:45;8c:fa:ba:10:75:70;0.366398
7c:c5:37:09:81:45;e4:ce:8f:15:06:65;0.442831
7c:c5:37:09:81:45;14:7d:c5:02:69:55;0.323976
7c:c5:37:09:81:45;20:64:32:03:82:40;0.366398
7c:c5:37:09:81:45;ec:85:2f:15:41:12;0.411815
7c:c5:37:09:81:45;10:9a:dd:02:40:02;0.323976
7c:c5:37:09:81:45;28:e0:2c:04:32:70;0.323976
7c:c5:37:09:81:45;8c:58:77:10:60:82;0.447543
7c:c5:37:09:81:45;70:73:cb:08:86:78;0.407103
20:64:32:03:93:83;44:a4:2d:05:88:22;0.460384
20:64:32:03:93:83;98:0c:82:11:21:41;0.323976
20:64:32:03:93:83;14:7d:c5:02:69:55;0.323976
f0:b4:79:15:55:48;58:b0:35:07:05:88;0.395512
f0:b4:79:15:55:48;08:60:6e:01:94:29;0.407596
f0:b4:79:15:55:48;44:a4:2d:05:88:22;0.519079
f0:b4:79:15:55:48;c4:2c:03:13:24:48;0.407596
f0:b4:79:15:55:48;8c:fa:ba:10:75:70;0.407596
f0:b4:79:15:55:48;3c:e0:72:05:43:52;0.407115
f0:b4:79:15:55:48;70:73:cb:08:88:82;0.555083
f0:b4:79:15:55:48;d8:9e:3f:14:09:75;0.372455
f0:b4:79:15:55:48;00:21:6b:00:45:71;0.590224
f0:b4:79:15:55:48;10:9a:dd:02:43:52;0.395512
f0:b4:79:15:55:48;28:cf:da:04:21:41;0.408459
f0:b4:79:15:55:48;e8:06:88:15:15:91;0.554220
f0:b4:79:15:55:48;f0:b4:79:15:53:89;0.395512
f0:b4:79:15:55:48;28:37:37:04:09:26;0.372455
f0:b4:79:15:55:48;b8:ff:61:12:75:72;0.408459
f0:b4:79:15:55:48;00:c6:10:01:32:58;0.395512
f0:b4:79:15:55:48;d4:9a:20:13:94:84;0.430171
f0:b4:79:15:55:48;08:d4:2b:01:95:46;0.430653
f0:b4:79:15:55:48;14:8f:c6:02:77:78;0.408941
f0:b4:79:15:55:48;70:56:81:08:82:20;0.395512
f0:b4:79:15:55:48;c4:2c:03:13:23:78;0.408459
f0:b4:79:15:55:48;14:10:9f:02:50:48;0.407115
f0:b4:79:15:55:48;e8:06:88:15:16:13;0.519079
8c:fa:ba:10:70:25;3c:e0:72:05:43:52;0.411671
8c:fa:ba:10:70:25;d8:30:62:14:00:00;0.393239
8c:fa:ba:10:70:25;24:ab:81:04:07:26;0.396130
8c:fa:ba:10:70:25;24:ab:81:04:00:67;0.396130
f8:1e:df:16:09:56;58:b0:35:07:05:88;0.508845
f8:1e:df:16:09:56;44:a4:2d:05:88:22;0.370341
f8:1e:df:16:09:56;bc:b1:f3:13:05:07;0.510829
f8:1e:df:16:09:56;dc:2b:61:14:49:73;0.360094
f8:1e:df:16:09:56;cc:08:e0:13:49:15;0.564888
f8:1e:df:16:09:56;e4:ce:8f:15:09:15;0.383933
f8:1e:df:16:09:56;d8:30:62:13:99:17;0.400638
f8:1e:df:16:09:56;f8:1e:df:16:11:55;0.564888
f8:1e:df:16:09:56;3c:e0:72:05:42:02;0.370341
f8:1e:df:16:09:56;d8:9e:3f:14:30:11;0.383933
f8:1e:df:16:09:56;b8:ff:61:12:75:26;0.294683
f8:1e:df:16:09:56;7c:c3:a1:09:78:65;0.400638
f8:1e:df:16:09:56;54:26:96:06:76:52;0.294683
f8:1e:df:16:09:56;f0:b4:79:15:55:72;0.424477
f8:1e:df:16:09:56;b0:79:94:12:36:09;0.510829
f8:1e:df:16:09:56;70:73:cb:08:88:82;0.515634
f8:1e:df:16:09:56;70:56:81:08:81:89;0.501290
f8:1e:df:16:09:56;28:37:37:04:09:35;0.393849
f8:1e:df:16:09:56;18:9e:fc:03:35:22;0.370341
f8:1e:df:16:09:56;d8:9e:3f:14:09:86;0.485006
f8:1e:df:16:09:56;f0:dc:e2:15:84:32;0.383933
f8:1e:df:16:09:56;28:cf:da:04:21:41;0.564888
f8:1e:df:16:09:56;6c:f3:73:08:75:51;0.294683
f8:1e:df:16:09:56;70:73:cb:08:89:57;0.539142
f8:1e:df:16:09:56;18:e7:f4:03:45:41;0.530801
f8:1e:df:16:09:56;f0:b4:79:15:53:89;0.485006
f8:1e:df:16:09:56;28:37:37:04:09:26;0.363552
f8:1e:df:16:09:56;70:73:cb:08:88:79;0.360094
f8:1e:df:16:09:56;b8:ff:61:12:75:72;0.363552
f8:1e:df:16:09:56;70:56:81:08:81:99;0.409348
f8:1e:df:16:09:56;e8:99:c4:15:27:41;0.666037
